DBCODE,ENTITY,COMPLEX,MEADOW,PLOT_ID,YEAR,SAMPLEDATE,WATCH,OBSERVER,PLOT,FLW_STATUS,PLTSP_CODE,PLTSP_NAME,NO_STALK,NO_FLWS,QC_NOTES
SA026,2,"Carpenter",CPM,CPM08,2016,2016-07-20,4,"AS",8,FLW,"CIRSCALL","Cirsium callilepis",6,2.5,""
SA026,2,"Carpenter",CPM,CPM08,2016,2016-07-20,4,"AS",8,FLW,"ERIGFOLI","Erigeron foliosus",4,1.0,""
SA026,2,"Carpenter",CPM,CPM08,2016,2016-07-20,4,"AS",8,FLW,"LILIPARD","Lilium pardalinum",1,3.0,""
SA026,2,"Carpenter",CPM,CPM08,2016,2016-07-20,4,"AS",8,FLW,"MIMUGUTT","Mimulus guttatus",6,1.0,""
SA026,2,"Carpenter",CPM,CPM08,2016,2016-07-20,4,"AS",8,FLW,"PHACHAST","Phacelia hastata",3,3.0,""
SA026,2,"Carpenter",CPM,CPM08,2016,2016-07-20,4,"AS",8,FLW,"PRUNVULG","Prunella vulgaris",23,1.0,""
SA026,2,"Carpenter",CPM,CPM08,2016,2016-07-20,4,"AS",8,FLW,"RAINSTRI","Rainiera stricta",7,15.0,""
SA026,2,"Carpenter",CPM,CPM08,2016,2016-08-02,5,"KH",8,FLW,"ANAPMARG","Anaphalis margaritacea",72,8.6,""
SA026,2,"Carpenter",CPM,CPM08,2016,2016-08-02,5,"KH",8,FLW,"CIRSCALL","Cirsium callilepis",9,1.8,""
SA026,2,"Carpenter",CPM,CPM08,2017,2017-06-20,1,"JBG",8,FLW,"VIOLORBI","Viola orbiculata",33,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-06-27,2,"ANG",8,FLW,"DELPNUTT","Delphinium nuttallianum",4,1.8," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-06-27,2,"ANG",8,FLW,"MAIASTEL","Maianthemum stellatum",12,4.5," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-07,3,"JSH",8,FLW,"AQUIFORM","Aquilegia formosa",8,2.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-07,3,"JSH",8,FLW,"DELPNUTT","Delphinium nuttallianum",8,1.9," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-07,3,"JSH",8,FLW,"LATHNEVA","Lathyrus nevadensis",4,1.5," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-07,3,"JSH",8,FLW,"LIGUGRAY","Ligusticum grayi",10,17.1," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-07,3,"JSH",8,FLW,"MIMUMOSC","Mimulus moschatus",39,1.2," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-07,3,"JSH",8,FLW,"PHLOGRAC","Phlox gracilis",2,1.5," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-07,3,"JSH",8,FLW,"SANIGRAV","Sanicula graveolens",9,9.6," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-17,4,"EGT",8,FLW,"AQUIFORM","Aquilegia formosa",10,1.9," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-17,4,"EGT",8,FLW,"DELPNUTT","Delphinium nuttallianum",3,1.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-17,4,"EGT",8,FLW,"LATHNEVA","Lathyrus nevadensis",1,3.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-17,4,"EGT",8,FLW,"LIGUGRAY","Ligusticum grayi",15,45.9," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-17,4,"EGT",8,FLW,"LILICOLU","Lilium columbianum",4,2.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-17,4,"EGT",8,FLW,"MIMUMOSC","Mimulus moschatus",42,1.2," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2017,2017-07-17,4,"EGT",8,FLW,"SENETRIA","Senecio triangularis",1,2.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Carpenter",CPM,CPM08,2018,2018-06-26,1,"BRP",8,FLW,"AQUIFORM","Aquilegia formosa",3,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-06-26,1,"BRP",8,FLW,"DELPNUTT","Delphinium nuttallianum",9,1.2,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-05,2,"AM",8,FLW,"AQUIFORM","Aquilegia formosa",9,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-05,2,"AM",8,FLW,"DELPNUTT","Delphinium nuttallianum",14,2.5,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-05,2,"AM",8,NOF,"LIGUGRAY","Ligusticum grayi",14,0.0,"NA"
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-05,2,"AM",8,FLW,"OSMOBERT","Osmorhiza berteroi",4,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0. change on pltsp_code: from NA to OSMOBERT ."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-05,2,"AM",8,FLW,"VICIAMER","Vicia americana",2,2.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-17,3,"RCT",8,FLW,"CIRSCALL","Cirsium callilepis",1,2.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-17,3,"RCT",8,FLW,"LIGUGRAY","Ligusticum grayi",6,13.4,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-17,3,"RCT",8,FLW,"MIMUTILI","Mimulus tilingii",11,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-17,3,"RCT",8,FLW,"RAINSTRI","Rainiera stricta",2,11.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-26,4,"AM",8,FLW,"ANAPMARG","Anaphalis margaritacea",30,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-26,4,"AM",8,FLW,"CIRSCALL","Cirsium callilepis",1,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-26,4,"AM",8,FLW,"LIGUGRAY","Ligusticum grayi",2,1.5,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-26,4,"AM",8,NOF,"MIMUTILI","Mimulus tilingii",,0.0,"NA change on no_stalk: from 0 to null."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-26,4,"AM",8,FLW,"OSMOBERT","Osmorhiza berteroi",1,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0. change on pltsp_name: from Osmorhiza chilensis to Osmorhiza berteroi . change on pltsp_code: from NA to OSMOBERT ."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-26,4,"AM",8,FLW,"RAINSTRI","Rainiera stricta",4,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-07-26,4,"AM",8,FLW,"STELCRIS","Stellaria crispa",1,5.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-08-06,5,"BRP",8,FLW,"ANAPMARG","Anaphalis margaritacea",37,3.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-08-06,5,"BRP",8,FLW,"CIRSCALL","Cirsium callilepis",1,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-08-06,5,"BRP",8,FLW,"ERIGALIC","Erigeron aliceae",3,1.3,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Carpenter",CPM,CPM08,2018,2018-08-06,5,"BRP",8,FLW,"ERIGFOLI","Erigeron foliosus",,,"recoded added based on occurrence in entity 1."
SA026,2,"Carpenter",CPM,CPM08,2021,2021-06-21,1,"Melinda, Logan",8,FLW,"AQUIFORM","Aquilegia formosa",1,1.0,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-06-21,1,"Melinda, Logan",8,FLW,"ERIOUMBE","Eriogonum umbellatum",2,80.0,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-06-21,1,"Melinda, Logan",8,FLW,"MAIASTEL","Maianthemum stellatum",64,5.5,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-05,2,"Melinda, Logan",8,FLW,"AQUIFORM","Aquilegia formosa",2,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-05,2,"Melinda, Logan",8,FLW,"LIGUGRAY","Ligusticum grayi",2,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-05,2,"Melinda, Logan",8,FLW,"MIMUMOSC","Mimulus moschatus",26,,"recorded as Erythranthe moschata, but changed to ITIS name"
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-05,2,"Melinda, Logan",8,FLW,"PHACHAST","Phacelia hastata",1,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-05,2,"Melinda, Logan",8,FLW,"VICIAMER","Vicia americana",3,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-20,3,"Melinda, Logan",8,FLW,"ANGEARGU","Angelica arguta",1,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-20,3,"Melinda, Logan",8,FLW,"CIRSCALL","Cirsium callilepis",1,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-20,3,"Melinda, Logan",8,FLW,"ORTHIMBR","Orthocarpus imbricatus",2,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-20,3,"Melinda, Logan",8,FLW,"PHACHAST","Phacelia hastata",1,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-20,3,"Melinda, Logan",8,FLW,"PRUNVULG","Prunella vulgaris",15,,""
SA026,2,"Carpenter",CPM,CPM08,2021,2021-07-20,3,"Melinda, Logan",8,FLW,"SOLIELON","Solidago elongata",14,,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-13,1,"Tiff",9,FLW,"COLLPARV","Collinsia parviflora",13,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-13,1,"Tiff",9,FLW,"PHLOGRAC","Phlox gracilis",5,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-13,1,"Tiff",9,FLW,"VIOLORBI","Viola orbiculata",24,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-22,2,"Vera",9,FLW,"COLLPARV","Collinsia parviflora",106,1.5,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-22,2,"Vera",9,FLW,"DELPNUTT","Delphinium nuttallianum",1,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-22,2,"Vera",9,FLW,"OSMOSPXX","Osmorhiza sp.",6,1.9,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-22,2,"Vera",9,FLW,"PHLOGRAC","Phlox gracilis",14,1.4,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-22,2,"Vera",9,FLW,"POLECARN","Polemonium carneum",16,1.6,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-07-22,2,"Vera",9,FLW,"VICIAMER","Vicia americana",1,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-02,3,"Vera",9,FLW,"AQUIFORM","Aquilegia formosa",1,4.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-02,3,"Vera",9,FLW,"COLLPARV","Collinsia parviflora",12,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-02,3,"Vera",9,FLW,"DELPNUTT","Delphinium nuttallianum",3,2.6,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-02,3,"Vera",9,FLW,"LIGUGRAY","Ligusticum grayi",5,74.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-02,3,"Vera",9,FLW,"PHLOGRAC","Phlox gracilis",6,1.3,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-02,3,"Vera",9,FLW,"POLECARN","Polemonium carneum",2,1.2,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-02,3,"Vera",9,FLW,"SMILRACA","Smilacina racemosa",140,11.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-04,3,"NA",9,NA,"VICIAMER","Vicia americana",,,"recoded added based on occurrence in entity 1"
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-09,4,"Andy",9,FLW,"AQUIFORM","Aquilegia formosa",1,5.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-09,4,"Andy",9,FLW,"DELPNUTT","Delphinium nuttallianum",3,3.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-09,4,"Andy",9,FLW,"GALIOREG","Galium oreganum",650,6.6,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-09,4,"Andy",9,FLW,"LIGUGRAY","Ligusticum grayi",1,43.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-09,4,"Andy",9,FLW,"MIMUTILI","Mimulus tilingii",2,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-18,5,"Vera",9,FLW,"ACHIMILL","Achillea millefolium",9,26.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-18,5,"Vera",9,FLW,"AQUIFORM","Aquilegia formosa",1,3.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-18,5,"Vera",9,FLW,"ERIGFOLI","Erigeron foliosus",3,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-18,5,"Vera",9,FLW,"OSMOSPXX","Osmorhiza sp.",21,4.0,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-08-18,5,"Vera",9,FLW,"PRUNVULG","Prunella vulgaris",9,2.5,""
SA026,2,"Carpenter",CPM,CPM09,2011,2011-09-13,6,"Vera",9,NA,"","",,,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-02,1,"Carolyn",9,NA,"","",,,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-12,2,"Linnet",9,FLW,"LUPILAXI","Lupinus laxiflorus",6,3.3,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-12,2,"Linnet",9,FLW,"MIMUTILI","Mimulus tilingii",8,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-12,2,"Linnet",9,FLW,"PHLOGRAC","Phlox gracilis",22,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-31,3,"Andy",9,FLW,"ANAPMARG","Anaphalis margaritacea",24,4.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-31,3,"Andy",9,FLW,"ANGEARGU","Angelica arguta",6,750.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-31,3,"Andy",9,FLW,"ERIGFOLI","Erigeron foliosus",7,1.2,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-31,3,"Andy",9,FLW,"LIGUGRAY","Ligusticum grayi",1,74.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-31,3,"Andy",9,FLW,"LUPILAXI","Lupinus laxiflorus",5,4.3,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-31,3,"Andy",9,FLW,"MIMUTILI","Mimulus tilingii",16,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-31,3,"Andy",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",24,4.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-07-31,3,"Andy",9,FLW,"RUBUPARV","Rubus parviflorus",1,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-08,4,"Mark",9,FLW,"ACHIMILL","Achillea millefolium",1,40.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-08,4,"Mark",9,FLW,"ANAPMARG","Anaphalis margaritacea",36,9.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-08,4,"Mark",9,FLW,"CASTMINI","Castilleja miniata",6,4.8,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-08,4,"Mark",9,FLW,"CIRSCALL","Cirsium callilepis",2,1.5,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-08,4,"Mark",9,FLW,"ERIGFOLI","Erigeron foliosus",1,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-08,4,"Mark",9,FLW,"PRUNVULG","Prunella vulgaris",9,6.5,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-15,5,"Mark",9,FLW,"ACHIMILL","Achillea millefolium",1,60.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-15,5,"Mark",9,FLW,"ANAPMARG","Anaphalis margaritacea",2,6.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-15,5,"Mark",9,FLW,"ANGEARGU","Angelica arguta",8,2.9,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-15,5,"Mark",9,FLW,"CIRSCALL","Cirsium callilepis",3,1.3,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-15,5,"Mark",9,FLW,"ERIGFOLI","Erigeron foliosus",2,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-15,5,"Mark",9,FLW,"ERIOLANA","Eriophyllum lanatum",2,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-15,5,"Mark",9,FLW,"PRUNVULG","Prunella vulgaris",3,5.7,""
SA026,2,"Carpenter",CPM,CPM09,2012,2012-08-15,5,"Mark",9,FLW,"RUDBOCCI","Rudbeckia occidentalis",3,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-02,1,"Noelle",9,FLW,"COLLPARV","Collinsia parviflora",4,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-02,1,"Noelle",9,FLW,"DELPNUTT","Delphinium nuttallianum",41,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-02,1,"Noelle",9,FLW,"LIGUGRAY","Ligusticum grayi",280,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-02,1,"Noelle",9,FLW,"MIMUGUTT","Mimulus guttatus",6,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-02,1,"Noelle",9,FLW,"MIMUNANU","Mimulus nanus",150,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-02,1,"Noelle",9,FLW,"PHLOGRAC","Phlox gracilis",52,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-02,1,"Noelle",9,FLW,"VICIAMER","Vicia americana",2,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"DELPNUTT","Delphinium nuttallianum",10,4.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"ERIGFOLI","Erigeron foliosus",4,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"LIGUGRAY","Ligusticum grayi",3,," change on no_flws: from 0 to null"
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"LUPILAXI","Lupinus laxiflorus",1,2.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"MIMUGUTT","Mimulus guttatus",10,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"MIMUNANU","Mimulus nanus",25,1.5,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"MIMUTILI","Mimulus tilingii",2,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"PHLOGRAC","Phlox gracilis",8,3.5,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-09,2,"Scott",9,FLW,"RUMEACET","Rumex acetosella",1,5.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-17,3,"Noelle",9,FLW,"EPILANAG","Epilobium anagallidifolium",1,1.0,"change on pltsp_name: from Epilobium alpinum to Epilobium anagallidifolium"
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-17,3,"Noelle",9,FLW,"ERIGFOLI","Erigeron foliosus",22,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-17,3,"Noelle",9,FLW,"MIMUGUTT","Mimulus guttatus",7,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-17,3,"Noelle",9,FLW,"MIMUNANU","Mimulus nanus",3,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-17,3,"Noelle",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",41,3.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-17,3,"Noelle",9,FLW,"PHLOGRAC","Phlox gracilis",14,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-17,3,"Noelle",9,FLW,"PRUNVULG","Prunella vulgaris",1,7.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-17,3,"Noelle",9,FLW,"RAINSTRI","Rainiera stricta",2,8.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-23,4,"Kyra",9,FLW,"ERIGFOLI","Erigeron foliosus",41,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-23,4,"Kyra",9,FLW,"MIMUTILI","Mimulus tilingii",10,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-23,4,"Kyra",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",50,5.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-23,4,"Kyra",9,FLW,"RAINSTRI","Rainiera stricta",2,20.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-30,5,"Kyra",9,FLW,"ERIGFOLI","Erigeron foliosus",48,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-30,5,"Kyra",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",75,4.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-07-30,5,"Kyra",9,FLW,"SOLICANA","Solidago canadensis",1,2.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-08-07,6,"Scott",9,FLW,"ACHIMILL","Achillea millefolium",1,55.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-08-07,6,"Scott",9,FLW,"ERIGFOLI","Erigeron foliosus",11,2.5,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-08-07,6,"Scott",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",26,4.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-08-07,6,"Scott",9,FLW,"SOLICANA","Solidago canadensis",1,13.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-08-14,7,"Vera",9,FLW,"ERIGFOLI","Erigeron foliosus",9,3.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-08-14,7,"Vera",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",23,6.0,""
SA026,2,"Carpenter",CPM,CPM09,2013,2013-08-14,7,"Vera",9,FLW,"SOLICANA","Solidago canadensis",13,15.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-02,1,"x",9,NA,"","",,,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-10,2,"JL",9,FLW,"DELPNUTT","Delphinium nuttallianum",12,3.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-10,2,"JL",9,FLW,"ERIOLANA","Eriophyllum lanatum",30,2.3,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-10,2,"JL",9,FLW,"MIMUNANU","Mimulus nanus",65,1.3,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-10,2,"JL",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",2,3.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-29,3,"RD",9,FLW,"ERIGFOLI","Erigeron foliosus",13,2.5,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-29,3,"RD",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",4,3.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-31,4,"KH",9,FLW,"ACHIMILL","Achillea millefolium",3,43.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-31,4,"KH",9,FLW,"ERIGFOLI","Erigeron foliosus",24,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-31,4,"KH",9,FLW,"ERIOLANA","Eriophyllum lanatum",1,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-31,4,"KH",9,FLW,"MIMUMOSC","Mimulus moschatus",3,1.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-31,4,"KH",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",6,3.3,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-31,4,"KH",9,FLW,"PENSPROC","Penstemon procerus",4,4.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-31,4,"KH",9,FLW,"RUMEACET","Rumex acetosella",14,27.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-07-31,4,"KH",9,FLW,"SENEINTE","Senecio integerrimus",1,15.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-08-07,5,"DY",9,FLW,"ACHIMILL","Achillea millefolium",4,29.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-08-07,5,"DY",9,FLW,"ERIGFOLI","Erigeron foliosus",20,3.5,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-08-07,5,"DY",9,FLW,"ORTHIMBR","Orthocarpus imbricatus",10,5.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-08-07,5,"DY",9,FLW,"RUMEACET","Rumex acetosella",5,20.0,""
SA026,2,"Carpenter",CPM,CPM09,2014,2014-08-07,5,"DY",9,FLW,"SOLICANA","Solidago canadensis",14,10.0,""
SA026,2,"Carpenter",CPM,CPM09,2015,2015-06-29,1,"ET",9,FLW,"ACHIMILL","Achillea millefolium",1,65.0,""
