DBCODE,ENTITY,COMPLEX,MEADOW,PLOT_ID,YEAR,SAMPLEDATE,WATCH,OBSERVER,PLOT,START_TIME,END_TIME,MINUTE,CLOUDS,WIND,TEMP,PPI_STATUS,NO_INT,PLTSP_CODE,PLTSP_NAME,VISSP_CODE,VISSP_NAME,VISSP_TYPE,REF_NO,VISSP_NO,QC_NOTES
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-16,3,"Scott",10,1117,1132,10,SH,ST,20,1,1,"CLINUNIF","Clintonia uniflora","TACHGENB","Tachinid genus B","predaceous muscoid fly","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-16,3,"Scott",10,1117,1132,12,SH,ST,20,1,60,"HERALANA","Heracleum lanatum","APISMELL","Apis mellifera","social bee","NA",1,"changed pltsp_code and pltsp_name from HERAMAXI and Heracleum maximum"
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-16,3,"Scott",10,1117,1132,15,SH,ST,20,1,1,"SENETRIA","Senecio triangularis","SPHASULP","Sphaerophoria sulphuripes","predaceous hover-fly","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Scott",10,1156,1211,01,SH,ST,22,1,1,"HERALANA","Heracleum lanatum","PLATRUFI","Platycheirus rufimaculatus","predaceous hover-fly","red",1,"changed pltsp_code and pltsp_name from HERAMAXI and Heracleum maximum"
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Scott",10,1156,1211,01,SH,ST,22,1,1,"HERALANA","Heracleum lanatum","PLATRUFI","Platycheirus rufimaculatus","predaceous hover-fly","red",2,"changed pltsp_code and pltsp_name from HERAMAXI and Heracleum maximum"
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Scott",10,1156,1211,08,SH,ST,22,1,1,"RUBUPARV","Rubus parviflorus","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Scott",10,1156,1211,09,SH,ST,22,1,10,"HERALANA","Heracleum lanatum","APISMELL","Apis mellifera","social bee","NA",1,"changed pltsp_code and pltsp_name from HERAMAXI and Heracleum maximum"
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Fabian",10,1301,1316,01,S,ST,27,1,9,"SENETRIA","Senecio triangularis","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Fabian",10,1301,1316,02,S,ST,27,1,1,"SENETRIA","Senecio triangularis","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Fabian",10,1301,1316,04,S,ST,27,1,17,"SENETRIA","Senecio triangularis","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Fabian",10,1301,1316,05,S,ST,27,1,15,"SENETRIA","Senecio triangularis","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Fabian",10,1301,1316,06,S,ST,27,1,17,"SENETRIA","Senecio triangularis","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-22,4,"Fabian",10,1301,1316,14,S,ST,27,1,2,"SENETRIA","Senecio triangularis","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-07-29,5,"Noelle",10,1057,1113,12,SH,ST,19,1,1,"TIARTRIF","Tiarella trifoliata","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-08-14,7,"Vera",10,1344,1400,01,SH,ST,18,1,1,"RUDBOCCI","Rudbeckia occidentalis","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-08-14,7,"Vera",10,1344,1400,08,SH,ST,18,1,1,"RUDBOCCI","Rudbeckia occidentalis","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-08-14,7,"Vera",10,1344,1400,08,SH,ST,18,1,2,"RUDBOCCI","Rudbeckia occidentalis","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-08-14,7,"Vera",10,1344,1400,09,SH,ST,18,1,1,"RUDBOCCI","Rudbeckia occidentalis","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2013,2013-08-14,7,"Vera",10,1344,1400,14,SH,ST,18,1,1,"RUDBOCCI","Rudbeckia occidentalis","THECSPX1","Thecophora sp 1","bee-parasitic fly","tiny",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,01,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,02,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,03,S,ST,,1,2,"ERYSASPE","Erysimum asperum","TAPISESS","Tapinoma sessile","omnivorous ant","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,04,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,05,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,06,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,07,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,08,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,09,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,10,S,ST,,1,1,"ERYSASPE","Erysimum asperum","EVYLSPX2","Evylaeus sp 2","halictine bee","34123",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,11,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,12,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,13,S,ST,,1,1,"ERYSASPE","Erysimum asperum","BRACX141","Braconid sp 14-1","herbivore-parasitic wasp","34121",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,14,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-03,1,"IP",10,1115,NA,15,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,01,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,02,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,03,S,ST,27,1,2,"ERYSASPE","Erysimum asperum","HALIRUBI","Halictus rubicundus","halictine bee","34771",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,04,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,05,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,06,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,07,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,08,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,09,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,10,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,11,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,12,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,13,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,14,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-09,2,"DY",10,1215,NA,15,S,ST,27,1,2,"VICIAMER","Vicia americana","APISMELL","Apis mellifera","social bee","34772",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,01,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,02,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,03,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,04,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,05,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,06,S,ST,29,1,1,"ERIGFOLI","Erigeron foliosus","PLEBANNA","Plebejus anna","herbivorous butterfly; diurnal","35339",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,07,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,08,S,ST,29,1,1,"ERIGFOLI","Erigeron foliosus","EVYLSPX2","Evylaeus sp 2","halictine bee","35340",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,09,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,10,S,ST,29,1,1,"ERIGFOLI","Erigeron foliosus","PLEBANNA","Plebejus anna","herbivorous butterfly; diurnal","35339",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,11,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,12,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,13,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,14,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-28,3,"LKB",10,1152,1207,15,S,ST,29,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,01,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,02,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,03,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,04,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,05,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,06,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,07,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,08,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,09,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,10,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,11,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,12,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,13,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,14,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-07-30,4,"DY",10,1101,NA,15,S,ST,27,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,01,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,02,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,03,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,04,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,05,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,06,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,07,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,08,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,09,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,10,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,11,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,12,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,13,SH,ST,,1,1,"ACHIMILL","Achillea millefolium","EUPHCOLO","Euphydryas colon","herbivorous butterfly; diurnal","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,14,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2014,2014-08-06,5,"IP",10,1200,NA,15,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,01,SH,ST,20,1,2,"TIARTRIF","Tiarella trifoliata","BOMBFLAV","Bombus flavifrons","social bee","34555",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,02,SH,ST,20,1,1,"TIARTRIF","Tiarella trifoliata","BOMBFLAV","Bombus flavifrons","social bee","34569",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,03,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,04,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,05,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,06,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,07,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,08,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,09,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,10,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,11,SH,ST,20,1,1,"VANCHEXA","Vancouveria hexandra","BOMBFLAV","Bombus flavifrons","social bee","34568",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,12,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,13,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,14,SH,ST,20,1,1,"TIARTRIF","Tiarella trifoliata","EUPEAMER","Eupeodes americanus","predaceous hover-fly","34573",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,14,SH,ST,20,1,1,"TIARTRIF","Tiarella trifoliata","EUPELUNI","Eupeodes luniger","predaceous hover-fly","34562",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,14,SH,ST,20,1,1,"TIARTRIF","Tiarella trifoliata","SYRPCURR","Syrphus currani","predaceous hover-fly","34566",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-06-29,1,"AY",10,1140,NA,15,SH,ST,20,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,01,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,02,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,03,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,04,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,05,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,06,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,07,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,08,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,09,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,10,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,11,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,12,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,13,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,14,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-06,2,"AY",10,1125,NA,15,SH,ST,23,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,01,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,02,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,03,SH,ST,14,1,1,"RUDBOCCI","Rudbeckia occidentalis","BLERSCIT","Blera scitula","detritivore hover-fly","35468",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,03,SH,ST,14,1,1,"RUDBOCCI","Rudbeckia occidentalis","BOMBVOSN","Bombus vosnesenskii","social bee","35467",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,04,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,05,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,06,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,07,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,08,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,09,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,10,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,11,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,12,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,13,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,14,SH,ST,14,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,15,SH,ST,14,1,1,"RUDBOCCI","Rudbeckia occidentalis","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-13,3,"LS",10,1030,NA,15,SH,ST,14,1,1,"RUDBOCCI","Rudbeckia occidentalis","APISMELL","Apis mellifera","social bee","field id",2,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,01,S,ST,22,1,2,"RUDBOCCI","Rudbeckia occidentalis","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,02,S,ST,22,1,3,"RUDBOCCI","Rudbeckia occidentalis","BOMBFLAV","Bombus flavifrons","social bee","35480",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,03,SH,BR,22,1,1,"RUDBOCCI","Rudbeckia occidentalis","BOMBFLAV","Bombus flavifrons","social bee","35735",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,04,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,05,SH,BR,22,1,1,"RUDBOCCI","Rudbeckia occidentalis","BOMBFLAV","Bombus flavifrons","social bee","35735",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,06,SH,BR,22,1,3,"RUDBOCCI","Rudbeckia occidentalis","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,07,SH,BR,22,1,5,"RUDBOCCI","Rudbeckia occidentalis","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,08,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,09,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,10,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,11,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,12,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,13,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,14,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-16,4,"KJ",10,1353,NA,15,SH,BR,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-20,5,"AY",10,1155,NA,01,SH,ST,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-20,5,"AY",10,1155,NA,02,SH,ST,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-20,5,"AY",10,1155,NA,03,SH,ST,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-20,5,"AY",10,1155,NA,04,SH,ST,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-20,5,"AY",10,1155,NA,05,SH,ST,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-20,5,"AY",10,1155,NA,06,SH,ST,22,0,0,"","","","","","NA",1,""
SA026,1,"Carpenter",CPB,CPB10,2015,2015-07-20,5,"AY",10,1155,NA,07,SH,ST,22,0,0,"","","","","","NA",1,""
